Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
2 to 1 - 3 to 2,-0.44431397057159866,0.6080446685262876,-0.730725871914112,0.4649466094671211,0.9180425416299992
2 to 1 - 4 to 3,0.31248847252120815,0.605515920665325,0.5160697875257417,0.6058056683478263,0.9180425416299992
2 to 1 - 5 to 4,0.3983443453787463,0.60556240736887,0.657808907110874,0.5106609301888709,0.9180425416299992
2 to 1 - 6 to 5,2.0542961301970895,0.6101257919801931,3.3670042427312747,0.0007598951924616681,0.006818305683577637
3 to 2 - 4 to 3,0.7568024430928069,0.6086576335760681,1.2433959607905323,0.2137219580078109,0.6994749088721824
3 to 2 - 5 to 4,0.8426583159503449,0.6072232376090485,1.3877240918320681,0.16522107698969757,0.6616011712153799
3 to 2 - 6 to 5,2.4986101007686883,0.6057925872619817,4.1245306616605015,3.7149150360571426e-05,0.0003714294070857152
4 to 3 - 5 to 4,0.08585587285753815,0.6056980492074927,0.14174698592784585,0.8872798602078689,0.9180425416299992
4 to 3 - 6 to 5,1.7418076576758814,0.6109373522927755,2.8510413565958665,0.004357630130581436,0.03433395938152655
5 to 4 - 6 to 5,1.6559517848183432,0.6089950435023247,2.719154782106239,0.006544897377268599,0.044924480785842
