Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,206.35136641146468,4,51.58784160286617,1.5109482358237454,0.21256292969231774,0.23671871717752846,0.05332612338713306,0.5619982736052237,False,0.21791067169436765,0.04488232729795318
Error,1775.4200307772603,52,34.1426928995627,,,,,,,,
