condition,count,mean,std,min,25%,50%,75%,max,sem
Landing on 1,24.0,-3.5308797265464036,2.4390855901575255,-9.335934936485437,-5.413915285637231,-2.9100231022212246,-1.3226555836398535,-0.7714404592191482,0.4978762612384261
Landing on 2,24.0,-5.593459677284915,2.3506174874585217,-10.113182767365902,-7.194080906016224,-5.166633913875422,-3.960229706886323,-1.6701895304907968,0.4798177853947012
Landing on 3,24.0,-5.491781802355688,1.790163928704163,-8.738950401546616,-7.0768147398944965,-5.237018563895424,-4.512279589904044,-1.753334298094408,0.36541568177177364
Landing on 4,24.0,-5.507086517930126,2.361948302043981,-10.233037781350626,-6.302052204370266,-5.1256061055429,-4.482365550655117,-0.8512810671913926,0.4821306782367396
Landing on 5,24.0,-5.840715521964204,2.3021743273118074,-11.302946431437768,-6.382042066844454,-5.359372369655553,-4.5081348143272635,-1.5639883645936206,0.46992936673741964
Landing on 6,24.0,-6.149962098121612,2.939728049841106,-13.4659305327846,-7.721590228390867,-5.553072043850317,-4.010304436819274,-1.8202405902550127,0.6000694753881487
