condition,count,mean,std,min,25%,50%,75%,max,sem
Increase by 1 (no 1),23.0,169.04347826086956,19.0393808648132,136.0,158.0,168.0,182.0,208.0,3.9699853450360023
Increase by 2 (no 1),23.0,168.0,18.13083761791696,136.0,154.0,168.0,180.0,200.0,3.780540982263924
Increase by 3 (no 1),23.0,168.34782608695653,19.55553559307481,136.0,156.0,168.0,182.0,208.0,4.077611045762264
