condition,count,mean,std,min,25%,50%,75%,max,sem
Increase by 1 (no 1),24.0,478.0,41.165625170185066,408.0,448.0,478.0,516.0,532.0,8.40289805080211
Increase by 2 (no 1),24.0,482.6666666666667,39.168162166946665,408.0,458.0,488.0,514.0,532.0,7.9951676226336685
Increase by 3 (no 1),24.0,466.5,41.34794038296277,408.0,430.0,466.0,499.0,532.0,8.440112987773139
