condition,count,mean,std,min,25%,50%,75%,max,sem
Decreasing 2 to 1,24.0,119.33333333333333,9.774263751508753,100.0,112.0,120.0,128.0,128.0,1.9951632335481762
Decreasing 3 to 1,24.0,116.33333333333333,10.344780942756747,100.0,108.0,118.0,128.0,128.0,2.1116195675517955
Increasing 1 to 2,24.0,112.66666666666667,11.775681155103797,100.0,100.0,114.0,124.0,128.0,2.4037008503093262
Increasing 1 to 3,24.0,110.33333333333333,11.059784834241132,100.0,100.0,106.0,121.0,128.0,2.2575691257385495
