Source,SS,DF,MS,F,p-unc,ng2,eps
condition,9.848034511375618,2,4.924017255687809,1.6894770086889477,0.20425901829303592,0.03862918277486767,0.8852659423595913
Error,75.77756192564667,26,2.914521612524872,,,,
