Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
1 to 1 - 2 to 1,0.0931730062829256,0.4616661061955882,0.2018190311840917,0.8400582029476857,0.8400582029476857
1 to 1 - 3 to 1,0.6171655316797288,0.4464890542420795,1.38226351982441,0.16689080277850699,0.5986625889969279
1 to 1 - 4 to 1,-0.3769946426441549,0.4819848807977576,-0.7821710963633797,0.4341140284616696,0.6872955868978385
2 to 1 - 3 to 1,0.5239925253968032,0.45417121361446977,1.1537334592975819,0.2486094618222805,0.6812406828672106
2 to 1 - 4 to 1,-0.4701676489270805,0.47400843438636514,-0.9918972212714806,0.3212476647614242,0.6872955868978385
3 to 1 - 4 to 1,-0.9941601743238837,0.47152318023401063,-2.1084014869226477,0.03499627593999777,0.19244160533582874
