condition,count,mean,std,min,25%,50%,75%,max,sem
3 to 1,18.0,106.54122071443228,5.212949221172205,93.9754719333194,104.3226204151566,107.16303796790498,109.08772582056568,115.31832367678363,1.2287039147573326
3 to 2,10.0,104.35810674250959,4.035614404490516,96.84761264471295,102.2639317604836,103.84641450954658,106.8843083900729,110.28465427911276,1.2761733276374072
3 to 3,13.0,105.33877699755546,4.43789292213526,95.652612911673,104.17074654019729,106.25909413457175,107.24763947153832,112.11067683881518,1.2308500373674929
3 to 4,14.0,103.31485678008099,5.377282944211922,94.02819834706436,99.25046067102738,104.42236683531613,107.70929171710114,110.8649682786928,1.4371393177845762
3 to 5,11.0,104.76844181074975,5.100689327583276,96.83204079992842,102.09030815245484,104.24153408386296,107.00062251563689,114.6970828952702,1.537915697433083
3 to 6,10.0,104.27415493593048,6.98443631979366,95.39299546041195,99.26455646590513,103.81781521984149,108.28576546683068,115.7756732746658,2.2086726942952137
