condition,count,mean,std,min,25%,50%,75%,max,sem
3 to 1,24.0,105.66666666666667,11.369932379695166,88.0,92.0,108.0,116.0,116.0,2.3208777283501365
3 to 2,24.0,104.16666666666667,11.095109250267088,88.0,92.0,104.0,116.0,116.0,2.264779691965666
3 to 3,24.0,104.5,11.989125507508152,88.0,92.0,112.0,116.0,116.0,2.447269996298448
3 to 4,24.0,102.66666666666667,9.915585740626227,88.0,92.0,104.0,109.0,116.0,2.024010463779257
3 to 5,24.0,101.33333333333333,10.461800770532712,88.0,94.0,100.0,112.0,116.0,2.1355061398717528
3 to 6,24.0,100.83333333333333,11.555787808888581,88.0,88.0,106.0,109.0,116.0,2.3588153089709563
