subject,set,included,epoch_count,exclusion_reason
02,All Numerosity Comparisons (Incorrect),True,28,
02,All Numerosity Comparisons (Correct),True,140,
03,All Numerosity Comparisons (Incorrect),True,24,
03,All Numerosity Comparisons (Correct),True,132,
04,All Numerosity Comparisons (Incorrect),True,59,
04,All Numerosity Comparisons (Correct),True,112,
05,All Numerosity Comparisons (Incorrect),True,34,
05,All Numerosity Comparisons (Correct),True,111,
08,All Numerosity Comparisons (Incorrect),True,35,
08,All Numerosity Comparisons (Correct),True,113,
09,All Numerosity Comparisons (Incorrect),True,36,
09,All Numerosity Comparisons (Correct),True,102,
10,All Numerosity Comparisons (Incorrect),True,33,
10,All Numerosity Comparisons (Correct),True,125,
11,All Numerosity Comparisons (Incorrect),True,32,
11,All Numerosity Comparisons (Correct),True,107,
12,All Numerosity Comparisons (Incorrect),True,35,
12,All Numerosity Comparisons (Correct),True,104,
13,All Numerosity Comparisons (Incorrect),True,34,
13,All Numerosity Comparisons (Correct),True,123,
14,All Numerosity Comparisons (Incorrect),True,13,
14,All Numerosity Comparisons (Correct),True,143,
15,All Numerosity Comparisons (Incorrect),True,58,
15,All Numerosity Comparisons (Correct),True,91,
17,All Numerosity Comparisons (Incorrect),True,5,
17,All Numerosity Comparisons (Correct),True,141,
21,All Numerosity Comparisons (Incorrect),True,24,
21,All Numerosity Comparisons (Correct),True,116,
22,All Numerosity Comparisons (Incorrect),True,27,
22,All Numerosity Comparisons (Correct),True,126,
23,All Numerosity Comparisons (Incorrect),True,34,
23,All Numerosity Comparisons (Correct),True,135,
25,All Numerosity Comparisons (Incorrect),True,15,
25,All Numerosity Comparisons (Correct),True,127,
26,All Numerosity Comparisons (Incorrect),True,14,
26,All Numerosity Comparisons (Correct),True,140,
27,All Numerosity Comparisons (Incorrect),True,17,
27,All Numerosity Comparisons (Correct),True,150,
28,All Numerosity Comparisons (Incorrect),True,29,
28,All Numerosity Comparisons (Correct),True,105,
29,All Numerosity Comparisons (Incorrect),True,23,
29,All Numerosity Comparisons (Correct),True,141,
31,All Numerosity Comparisons (Incorrect),True,8,
31,All Numerosity Comparisons (Correct),True,151,
32,All Numerosity Comparisons (Incorrect),True,19,
32,All Numerosity Comparisons (Correct),True,135,
33,All Numerosity Comparisons (Incorrect),True,27,
33,All Numerosity Comparisons (Correct),True,127,
