Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,2069.333333333322,2,1034.666666666661,0.7399668325041422,0.48272272854412235,0.44324172496832837,0.01632198051248065,0.7216224815482765,False,0.6142338610980476,0.004695385960781859
Error,64319.99999999998,46,1398.2608695652168,,,,,,,,
