Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,8.905082778573545,2,4.452541389286773,2.0177745764734287,0.1445508680291998,0.15642143974258796,0.024419638059591763,0.7763481951113304,False,0.7119181749928599,0.023808436976591584
Error,101.50633588870016,46,2.206659475841308,,,,,,,,
