Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,15.461424002436623,2,7.730712001218311,3.0515654293210455,0.062179301400261386,0.08608074048934061,0.05050558863421215,0.6697881657100211,False,0.5069906409290903,0.008609929516000883
Error,76.00078235522233,30,2.533359411840744,,,,,,,,
