subject_id,condition,p1_amp,p1_lat_ms,n_epochs,n1_amp,n1_lat_ms,p2p_amp
02,Decrease by 1 (no 1),1.8338914944482403,116.0,19,-4.774243784003343,160.0,6.608135278451583
02,Decrease by 2 (no 1),4.891863396731745,116.0,20,-4.877707767369899,168.0,9.769571164101645
02,Decrease by 3 (no 1),4.912431128307301,112.0,13,-5.651742901360443,160.0,10.564174029667743
03,Decrease by 1 (no 1),5.045239640197995,104.0,20,-7.295615122271688,192.0,12.340854762469682
03,Decrease by 2 (no 1),5.0739752044466915,104.0,14,-7.226160495967457,160.0,12.300135700414149
03,Decrease by 3 (no 1),6.163683354406329,104.0,12,-10.692089710335319,212.0,16.855773064741648
04,Decrease by 1 (no 1),1.36022581869825,120.0,17,-1.9324590260967591,196.0,3.2926848447950094
04,Decrease by 2 (no 1),2.608261697559965,120.0,17,-1.7522547160623114,180.0,4.3605164136222765
04,Decrease by 3 (no 1),0.8937512185571947,100.0,9,-3.7959143654555594,196.0,4.689665584012754
05,Decrease by 1 (no 1),0.34837445030213,108.0,16,-8.301085625165127,168.0,8.649460075467257
05,Decrease by 2 (no 1),1.2879829440189796,112.0,19,-7.885028496331501,176.0,9.17301144035048
05,Decrease by 3 (no 1),1.2496588305297178,108.0,12,-7.55850748984185,172.0,8.808166320371567
08,Decrease by 1 (no 1),0.09379740307585432,116.0,14,-5.32164370816887,212.0,5.415441111244724
08,Decrease by 2 (no 1),1.4768301512292075,116.0,20,-5.136219810651046,188.0,6.613049961880254
08,Decrease by 3 (no 1),1.7083177463377452,120.0,9,-5.247806811524017,184.0,6.956124557861762
09,Decrease by 1 (no 1),3.8718982943366473,112.0,14,-2.218781649513594,176.0,6.090679943850241
09,Decrease by 2 (no 1),1.8352034839874554,100.0,17,-8.960399790999128,176.0,10.795603274986583
09,Decrease by 3 (no 1),2.816527655778628,100.0,15,-7.483860562748237,164.0,10.300388218526866
10,Decrease by 1 (no 1),-0.6738870387602269,120.0,18,-5.014431419171283,172.0,4.340544380411056
10,Decrease by 2 (no 1),1.2748651881031166,112.0,19,-4.4920074151836635,168.0,5.76687260328678
10,Decrease by 3 (no 1),3.077518240215246,100.0,12,-8.192092877699276,160.0,11.269611117914522
11,Decrease by 1 (no 1),-1.736573511005818,120.0,18,-8.122050369688813,204.0,6.385476858682995
11,Decrease by 2 (no 1),2.753728067620007,120.0,11,-7.0078654119021415,196.0,9.761593479522148
11,Decrease by 3 (no 1),0.4697653012305843,120.0,12,-8.12062324581155,192.0,8.590388547042135
12,Decrease by 1 (no 1),1.2932153451027528,120.0,13,-5.030049877577114,212.0,6.323265222679867
12,Decrease by 2 (no 1),2.6176822941340667,120.0,13,-4.663142697498335,180.0,7.280824991632402
12,Decrease by 3 (no 1),2.955806078930051,120.0,10,-5.459679825648999,184.0,8.41548590457905
13,Decrease by 1 (no 1),4.588931158630864,120.0,20,-5.157740199671064,212.0,9.746671358301928
13,Decrease by 2 (no 1),3.0166438828326063,120.0,21,-3.407908073589589,212.0,6.424551956422196
13,Decrease by 3 (no 1),4.349433253353372,120.0,12,-4.4999583648172665,204.0,8.849391618170639
14,Decrease by 1 (no 1),0.9868071066898181,120.0,22,-5.6509510727923,176.0,6.637758179482118
