analysis_id,component,condition,n_subjects,collapsed_peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,peak_amplitude_roi,latency_frac_area_ms,latency_peak_ms,roi_channels
prime_53_ACC1,P1,5a3,23,108.0,77.78685294742311,123.29527441962259,45.50842147219947,1.2809362381386633,1.6673613977737973,100.98957039399765,104.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_53_ACC1,P1,5b3,17,108.0,77.78685294742311,123.29527441962259,45.50842147219947,-0.3089345653579722,0.06526383232958861,108.0,80.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_53_ACC1,P1,5c3,21,108.0,77.78685294742311,123.29527441962259,45.50842147219947,1.4198958375661084,2.5563964591808737,108.12852774973,112.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_53_ACC1,P1,5d3,21,108.0,77.78685294742311,123.29527441962259,45.50842147219947,0.021935982155487057,0.3370092020028678,114.57249351702562,112.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_53_ACC1,P1,5e3,15,108.0,77.78685294742311,123.29527441962259,45.50842147219947,0.9732990914676258,1.5207880528222046,97.61492407132407,96.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_53_ACC1,N1,5a3,23,176.0,141.70572957166812,214.93844812614697,73.23271855447885,-3.367462613783613,-4.456348662004626,174.34728128757018,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_53_ACC1,N1,5b3,17,176.0,141.70572957166812,214.93844812614697,73.23271855447885,-4.125167251354524,-5.118842019810255,181.94648491429942,192.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_53_ACC1,N1,5c3,21,176.0,141.70572957166812,214.93844812614697,73.23271855447885,-3.02741642091038,-4.469985327634958,176.66206626745796,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_53_ACC1,N1,5d3,21,176.0,141.70572957166812,214.93844812614697,73.23271855447885,-3.947069594064796,-5.5843706885122115,174.52368200018017,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_53_ACC1,N1,5e3,15,176.0,141.70572957166812,214.93844812614697,73.23271855447885,-4.769598124665592,-6.534952982004313,181.32687383196048,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_53_ACC1,P3b,5a3,23,472.0,426.9954847286647,524.3101643171793,97.31467958851465,2.27554786943705,3.003232434548017,473.08743221285295,460.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
prime_53_ACC1,P3b,5b3,17,472.0,426.9954847286647,524.3101643171793,97.31467958851465,0.19808635305969347,1.8537487908418713,455.03828062510536,480.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
prime_53_ACC1,P3b,5c3,21,472.0,426.9954847286647,524.3101643171793,97.31467958851465,3.47524220882637,3.9073342018941033,478.735209774331,500.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
prime_53_ACC1,P3b,5d3,21,472.0,426.9954847286647,524.3101643171793,97.31467958851465,4.6034754701031115,5.737036263654721,470.98661098236863,464.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
prime_53_ACC1,P3b,5e3,15,472.0,426.9954847286647,524.3101643171793,97.31467958851465,2.093759683515502,3.116926224587249,482.6997985693904,496.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
