analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
ratio,Ratio 0.5 (1:2),1.1570217673559362,-4.136711935611328,5.293733702967264,104.0,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
ratio,Ratio 0.67 (2:3),1.0024456222467268,-3.95324541610517,4.9556910383518975,104.0,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
ratio,Ratio 0.75 (3:4),1.2464413944511326,-4.1966508420310555,5.4430922364821885,104.0,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
ratio,Ratio 0.8 (4:5),1.396256439268151,-4.086041215882758,5.482297655150909,104.0,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
ratio,Ratio 0.83 (5:6),1.3873933075235516,-4.3991460858553175,5.786539393378869,96.0,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
