analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
landing_on_5_any_preceding_ACC1,2 to 5,1.3873217946465788,-4.8364061909268194,6.223727985573398,104.0,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_5_any_preceding_ACC1,3 to 5,1.004135806197958,-3.987026383787709,4.991162189985667,96.0,156.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_5_any_preceding_ACC1,4 to 5,2.7570266650877384,-4.556727385206589,7.313754050294327,100.0,152.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_5_any_preceding_ACC1,5 to 5,1.3878944590421427,-4.67554013894734,6.063434597989483,100.0,176.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_5_any_preceding_ACC1,6 to 5,-0.4719357010073211,-5.171735010831859,4.699799309824538,108.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
