subject,set,included,epoch_count,exclusion_reason
02,3 to 6,True,6,
02,4 to 6,True,6,
02,5 to 6,True,3,
02,6 to 6,True,7,
03,3 to 6,True,6,
03,4 to 6,True,6,
03,5 to 6,False,0,insufficient_epochs(<1)
03,6 to 6,True,7,
04,3 to 6,True,7,
04,4 to 6,True,5,
04,5 to 6,False,0,insufficient_epochs(<1)
04,6 to 6,True,8,
05,3 to 6,True,2,
05,4 to 6,True,4,
05,5 to 6,True,1,
05,6 to 6,True,6,
08,3 to 6,True,4,
08,4 to 6,True,4,
08,5 to 6,False,0,insufficient_epochs(<1)
08,6 to 6,True,7,
09,3 to 6,True,4,
09,4 to 6,True,4,
09,5 to 6,True,1,
09,6 to 6,True,9,
10,3 to 6,True,8,
10,4 to 6,True,5,
10,5 to 6,False,0,insufficient_epochs(<1)
10,6 to 6,True,6,
11,3 to 6,True,5,
11,4 to 6,True,5,
11,5 to 6,True,2,
11,6 to 6,True,6,
12,3 to 6,True,4,
12,4 to 6,True,1,
12,5 to 6,True,1,
12,6 to 6,True,4,
13,3 to 6,True,6,
13,4 to 6,True,3,
13,5 to 6,True,1,
13,6 to 6,True,6,
14,3 to 6,True,7,
14,4 to 6,True,8,
14,5 to 6,True,2,
14,6 to 6,True,8,
15,3 to 6,True,2,
15,4 to 6,True,6,
15,5 to 6,True,2,
15,6 to 6,True,6,
17,3 to 6,True,5,
17,4 to 6,True,7,
17,5 to 6,True,2,
17,6 to 6,True,5,
21,3 to 6,True,4,
21,4 to 6,True,4,
21,5 to 6,False,0,insufficient_epochs(<1)
21,6 to 6,True,7,
22,3 to 6,True,6,
22,4 to 6,True,3,
22,5 to 6,False,0,insufficient_epochs(<1)
22,6 to 6,True,7,
23,3 to 6,True,8,
23,4 to 6,True,3,
23,5 to 6,False,0,insufficient_epochs(<1)
23,6 to 6,True,8,
25,3 to 6,True,6,
25,4 to 6,True,6,
25,5 to 6,True,1,
25,6 to 6,True,7,
26,3 to 6,True,5,
26,4 to 6,True,5,
26,5 to 6,True,1,
26,6 to 6,True,8,
27,3 to 6,True,7,
27,4 to 6,True,4,
27,5 to 6,True,4,
27,6 to 6,True,9,
28,3 to 6,True,2,
28,4 to 6,True,5,
28,5 to 6,False,0,insufficient_epochs(<1)
28,6 to 6,True,8,
29,3 to 6,True,4,
29,4 to 6,True,4,
29,5 to 6,True,2,
29,6 to 6,True,7,
31,3 to 6,True,6,
31,4 to 6,True,5,
31,5 to 6,True,4,
31,6 to 6,True,4,
32,3 to 6,True,4,
32,4 to 6,True,6,
32,5 to 6,True,2,
32,6 to 6,True,8,
33,3 to 6,True,8,
33,4 to 6,True,8,
33,5 to 6,True,2,
33,6 to 6,True,6,
